,Time,0,1,2,3
51,2021-01-22 15:38:28.000366,False,False,False,False
52,2021-01-22 15:38:29.000518,False,False,False,False
53,2021-01-22 15:38:30.000448,False,False,False,False
54,2021-01-22 15:38:31.000176,False,False,False,False
55,2021-01-22 15:38:32.000527,False,False,False,False
56,2021-01-22 15:38:33.000355,False,False,False,False
57,2021-01-22 15:38:34.000214,False,False,False,False
58,2021-01-22 15:38:35.000485,False,False,False,False
59,2021-01-22 15:38:36.000238,False,False,False,False
60,2021-01-22 15:38:37.000325,False,False,False,False
61,2021-01-22 15:38:38.000231,False,False,False,False
62,2021-01-22 15:38:39.000575,False,False,False,False
63,2021-01-22 15:38:40.000341,False,False,False,False
64,2021-01-22 15:38:41.000216,False,False,False,False
65,2021-01-22 15:38:42.000252,False,False,False,False
66,2021-01-22 15:38:43.000382,False,False,False,False
67,2021-01-22 15:38:44.000310,False,False,False,False
68,2021-01-22 15:38:45.000158,False,False,False,False
69,2021-01-22 15:38:46.000520,False,False,False,False
70,2021-01-22 15:38:47.000346,False,False,False,False
71,2021-01-22 15:38:48.000339,False,False,False,False
72,2021-01-22 15:38:49.000263,False,False,False,False
73,2021-01-22 15:38:50.000297,False,False,False,False
74,2021-01-22 15:38:51.000139,False,False,False,False
75,2021-01-22 15:38:52.000265,False,False,False,False
76,2021-01-22 15:38:53.000278,False,False,False,False
77,2021-01-22 15:38:54.000542,False,False,False,False
78,2021-01-22 15:38:55.000199,False,False,False,False
79,2021-01-22 15:38:56.000437,False,False,False,False
80,2021-01-22 15:38:57.000315,False,False,False,False
81,2021-01-22 15:38:58.000505,False,False,False,False
82,2021-01-22 15:38:59.000026,False,False,False,False
83,2021-01-22 15:39:00.000081,False,False,False,False
84,2021-01-22 15:39:01.000439,False,False,False,False
85,2021-01-22 15:39:02.000008,False,False,False,False
86,2021-01-22 15:39:03.000212,False,False,False,False
87,2021-01-22 15:39:04.000207,False,False,False,False
88,2021-01-22 15:39:05.000483,False,False,False,False
89,2021-01-22 15:39:06.000229,False,False,False,False
90,2021-01-22 15:39:07.000334,False,False,False,False
91,2021-01-22 15:39:08.000049,False,False,False,False
92,2021-01-22 15:39:09.000243,False,False,False,False
93,2021-01-22 15:39:10.000292,False,False,False,False
94,2021-01-22 15:39:11.000036,False,False,False,False
95,2021-01-22 15:39:12.000056,False,False,False,False
96,2021-01-22 15:39:13.000168,False,False,False,False
97,2021-01-22 15:39:14.000417,False,False,False,False
98,2021-01-22 15:39:15.000552,False,False,False,False
99,2021-01-22 15:39:16.000325,False,False,False,False
100,2021-01-22 15:39:17.000051,False,False,False,False
101,2021-01-22 15:39:18.000474,False,False,False,False
102,2021-01-22 15:39:19.000277,False,False,False,False
103,2021-01-22 15:39:20.000185,False,False,False,False
104,2021-01-22 15:39:21.000186,False,False,False,False
105,2021-01-22 15:39:22.000008,False,False,False,False
106,2021-01-22 15:39:23.000137,False,False,False,False
107,2021-01-22 15:39:24.000413,False,False,False,False
108,2021-01-22 15:39:25.000085,False,False,False,False
109,2021-01-22 15:39:26.000153,False,False,False,False
110,2021-01-22 15:39:27.000132,False,False,False,False
111,2021-01-22 15:39:28.000158,False,False,False,False
112,2021-01-22 15:39:29.000011,False,False,False,False
113,2021-01-22 15:39:30.000442,False,False,False,False
114,2021-01-22 15:39:31.000256,False,False,False,False
115,2021-01-22 15:39:32.000121,False,False,False,False
116,2021-01-22 15:39:33.000219,False,False,False,False
117,2021-01-22 15:39:34.000135,False,False,False,False
118,2021-01-22 15:39:35.000205,False,False,False,False
119,2021-01-22 15:39:36.000447,False,False,False,False
120,2021-01-22 15:39:37.000400,False,False,False,False
121,2021-01-22 15:39:38.000031,False,False,False,False
122,2021-01-22 15:39:39.000345,False,False,False,False
123,2021-01-22 15:39:40.000304,False,False,False,False
124,2021-01-22 15:39:41.000020,False,False,False,False
125,2021-01-22 15:39:42.000371,False,False,False,False
126,2021-01-22 15:39:43.000402,False,False,False,False
127,2021-01-22 15:39:44.000320,False,False,False,False
128,2021-01-22 15:39:45.000335,False,False,False,False
129,2021-01-22 15:39:46.000619,False,False,False,False
130,2021-01-22 15:39:47.000062,False,False,False,False
131,2021-01-22 15:39:48.000489,False,False,False,False
132,2021-01-22 15:39:49.000484,False,False,False,False
133,2021-01-22 15:39:50.000347,False,False,False,False
134,2021-01-22 15:39:51.000042,False,False,False,False
135,2021-01-22 15:39:52.000300,False,False,False,False
136,2021-01-22 15:39:53.000508,False,False,False,False
137,2021-01-22 15:39:54.000311,False,False,False,False
138,2021-01-22 15:39:55.000060,False,False,False,False
139,2021-01-22 15:39:56.000174,False,False,False,False
140,2021-01-22 15:39:57.000560,False,False,False,False
141,2021-01-22 15:39:58.000135,False,False,False,False
142,2021-01-22 15:39:59.000495,False,False,False,False
143,2021-01-22 15:40:00.000281,False,False,False,False
144,2021-01-22 15:40:01.000437,False,False,False,False
145,2021-01-22 15:40:02.000049,False,False,False,False
146,2021-01-22 15:40:03.000188,False,False,False,False
147,2021-01-22 15:40:04.000269,False,False,False,False
148,2021-01-22 15:40:05.000149,False,False,False,False
149,2021-01-22 15:40:06.000349,False,False,False,False
150,2021-01-22 15:40:07.000098,False,False,False,False
151,2021-01-22 15:40:08.000250,False,False,False,False
152,2021-01-22 15:40:09.000030,False,False,False,False
153,2021-01-22 15:40:10.000368,False,False,False,False
154,2021-01-22 15:40:11.000035,False,False,False,False
155,2021-01-22 15:40:12.000506,False,False,False,False
156,2021-01-22 15:40:13.000417,False,False,False,False
157,2021-01-22 15:40:14.000236,False,False,False,False
158,2021-01-22 15:40:15.000460,False,False,False,False
159,2021-01-22 15:40:16.000070,False,False,False,False
160,2021-01-22 15:40:17.000004,False,False,False,False
161,2021-01-22 15:40:18.000272,False,False,False,False
162,2021-01-22 15:40:19.000343,False,False,False,False
163,2021-01-22 15:40:20.000386,False,False,False,False
164,2021-01-22 15:40:21.000238,False,False,False,False
165,2021-01-22 15:40:22.000098,False,False,False,False
166,2021-01-22 15:40:23.000442,False,False,False,False
167,2021-01-22 15:40:24.000088,False,False,False,False
168,2021-01-22 15:40:25.000227,False,False,False,False
169,2021-01-22 15:40:26.000125,False,False,False,False
170,2021-01-22 15:40:27.000061,False,False,False,False
171,2021-01-22 15:40:28.000256,False,False,False,False
172,2021-01-22 15:40:29.000359,False,False,False,False
173,2021-01-22 15:40:30.000560,False,False,False,False
174,2021-01-22 15:40:31.000235,False,False,False,False
175,2021-01-22 15:40:32.000006,False,False,False,False
176,2021-01-22 15:40:33.000263,False,False,False,False
177,2021-01-22 15:40:34.000390,False,False,False,False
178,2021-01-22 15:40:35.000095,False,False,False,False
179,2021-01-22 15:40:36.000408,False,False,False,False
180,2021-01-22 15:40:37.000253,False,False,False,False
181,2021-01-22 15:40:38.000220,False,False,False,False
182,2021-01-22 15:40:39.000414,False,False,False,False
183,2021-01-22 15:40:40.000012,False,False,False,False
184,2021-01-22 15:40:41.000408,False,False,False,False
185,2021-01-22 15:40:42.000199,False,False,False,False
186,2021-01-22 15:40:43.000221,False,False,False,False
187,2021-01-22 15:40:44.000106,False,False,False,False
188,2021-01-22 15:40:45.000461,False,False,False,False
189,2021-01-22 15:40:46.000165,False,False,False,False
190,2021-01-22 15:40:47.000330,False,False,False,False
191,2021-01-22 15:40:48.000051,False,False,False,False
192,2021-01-22 15:40:49.000455,False,False,False,False
193,2021-01-22 15:40:50.000187,False,False,False,False
194,2021-01-22 15:40:51.000413,False,False,False,False
195,2021-01-22 15:40:52.000083,False,False,False,False
196,2021-01-22 15:40:53.000152,False,False,False,False
197,2021-01-22 15:40:54.000075,False,False,False,False
198,2021-01-22 15:40:55.000484,False,False,False,False
199,2021-01-22 15:40:56.000516,False,False,False,False
200,2021-01-22 15:40:57.000391,False,False,False,False
201,2021-01-22 15:40:58.000466,False,False,False,False
202,2021-01-22 15:40:59.000493,False,False,False,False
203,2021-01-22 15:41:00.000397,False,False,False,False
204,2021-01-22 15:41:01.000467,False,False,False,False
205,2021-01-22 15:41:02.000158,False,False,False,False
206,2021-01-22 15:41:03.000459,False,False,False,False
207,2021-01-22 15:41:04.000524,False,False,False,False
208,2021-01-22 15:41:05.000213,False,False,False,False
209,2021-01-22 15:41:06.000315,False,False,False,False
210,2021-01-22 15:41:07.000455,False,False,False,False
211,2021-01-22 15:41:08.000353,False,False,False,False
212,2021-01-22 15:41:09.000298,False,False,False,False
213,2021-01-22 15:41:10.000028,False,False,False,False
214,2021-01-22 15:41:11.000231,False,False,False,False
215,2021-01-22 15:41:12.000118,False,False,False,False
216,2021-01-22 15:41:13.000201,False,False,False,False
217,2021-01-22 15:41:14.000044,False,False,False,False
218,2021-01-22 15:41:15.000209,False,False,False,False
219,2021-01-22 15:41:16.000502,False,False,False,False
220,2021-01-22 15:41:17.000471,False,False,False,False
221,2021-01-22 15:41:18.000117,False,False,False,False
222,2021-01-22 15:41:19.000438,False,False,False,False
223,2021-01-22 15:41:20.000207,False,False,False,False
224,2021-01-22 15:41:21.000273,False,False,False,False
225,2021-01-22 15:41:22.000406,False,False,False,False
226,2021-01-22 15:41:23.000189,False,False,False,False
227,2021-01-22 15:41:24.000025,False,False,False,False
228,2021-01-22 15:41:25.000391,False,False,False,False
229,2021-01-22 15:41:26.000082,False,False,False,False
230,2021-01-22 15:41:27.000347,False,False,False,False
231,2021-01-22 15:41:28.000231,False,False,False,False
232,2021-01-22 15:41:29.000068,False,False,False,False
233,2021-01-22 15:41:30.000118,False,False,False,False
234,2021-01-22 15:41:31.000502,False,False,False,False
235,2021-01-22 15:41:32.000215,False,False,False,False
236,2021-01-22 15:41:33.000091,False,False,False,False
237,2021-01-22 15:41:34.000258,False,False,False,False
238,2021-01-22 15:41:35.000560,False,False,False,False
239,2021-01-22 15:41:36.000515,False,False,False,False
240,2021-01-22 15:41:37.000393,False,False,False,False
241,2021-01-22 15:41:38.000001,False,False,False,False
242,2021-01-22 15:41:39.000486,False,False,False,False
243,2021-01-22 15:41:40.000021,False,False,False,False
244,2021-01-22 15:41:41.000015,False,False,False,False
245,2021-01-22 15:41:42.000595,False,False,False,False
246,2021-01-22 15:41:43.000038,False,False,False,False
247,2021-01-22 15:41:44.001262,False,False,False,False
248,2021-01-22 15:41:45.000028,False,False,False,False
249,2021-01-22 15:41:46.000479,False,False,False,False
250,2021-01-22 15:41:47.000342,False,False,False,False
251,2021-01-22 15:41:48.000316,False,False,False,False
252,2021-01-22 15:41:49.000154,False,False,False,False
253,2021-01-22 15:41:50.000445,False,False,False,False
254,2021-01-22 15:41:51.000316,False,False,False,False
255,2021-01-22 15:41:52.000202,False,False,False,False
256,2021-01-22 15:41:53.000243,False,False,False,False
257,2021-01-22 15:41:54.000442,False,False,False,False
258,2021-01-22 15:41:55.000692,False,False,False,False
259,2021-01-22 15:41:56.000348,False,False,False,False
260,2021-01-22 15:41:57.000030,False,False,False,False
261,2021-01-22 15:41:58.000232,False,False,False,False
262,2021-01-22 15:41:59.000324,False,False,False,False
263,2021-01-22 15:42:00.000289,False,False,False,False
264,2021-01-22 15:42:01.000147,False,False,False,False
265,2021-01-22 15:42:02.000178,False,False,False,False
266,2021-01-22 15:42:03.000245,False,False,False,False
267,2021-01-22 15:42:04.000502,False,False,False,False
268,2021-01-22 15:42:05.000293,False,False,False,False
269,2021-01-22 15:42:06.000419,False,False,False,False
270,2021-01-22 15:42:07.000406,False,False,False,False
271,2021-01-22 15:42:08.000250,False,False,False,False
272,2021-01-22 15:42:09.000051,False,False,False,False
273,2021-01-22 15:42:10.000496,False,False,False,False
274,2021-01-22 15:42:11.000587,False,False,False,False
275,2021-01-22 15:42:12.000344,False,False,False,False
276,2021-01-22 15:42:13.000412,False,False,False,False
277,2021-01-22 15:42:14.000584,False,False,False,False
278,2021-01-22 15:42:15.000053,False,False,False,False
279,2021-01-22 15:42:16.000767,False,False,False,False
280,2021-01-22 15:42:17.000289,False,False,False,False
281,2021-01-22 15:42:18.000136,False,False,False,False
282,2021-01-22 15:42:19.000448,False,False,False,False
283,2021-01-22 15:42:20.000190,False,False,False,False
284,2021-01-22 15:42:21.000487,False,False,False,False
285,2021-01-22 15:42:22.000289,False,False,False,False
286,2021-01-22 15:42:23.000601,False,False,False,False
287,2021-01-22 15:42:24.000429,False,False,False,False
288,2021-01-22 15:42:25.000475,False,False,False,False
289,2021-01-22 15:42:26.000469,False,False,False,False
290,2021-01-22 15:42:27.000188,False,False,False,False
291,2021-01-22 15:42:28.000251,False,False,False,False
292,2021-01-22 15:42:29.000197,False,False,False,False
293,2021-01-22 15:42:30.000118,False,False,False,False
294,2021-01-22 15:42:31.000746,False,False,False,False
295,2021-01-22 15:42:32.000148,False,False,False,False
296,2021-01-22 15:42:33.000355,False,False,False,False
297,2021-01-22 15:42:34.000100,False,False,False,False
298,2021-01-22 15:42:35.000498,False,False,False,False
299,2021-01-22 15:42:36.000288,False,False,False,False
300,2021-01-22 15:42:37.000400,False,False,False,False
301,2021-01-22 15:42:38.000422,False,False,False,False
302,2021-01-22 15:42:39.000279,False,False,False,False
303,2021-01-22 15:42:40.000018,False,False,False,False
304,2021-01-22 15:42:41.000143,False,False,False,False
305,2021-01-22 15:42:42.000273,False,False,False,False
306,2021-01-22 15:42:43.000445,False,False,False,False
307,2021-01-22 15:42:44.000444,False,False,False,False
308,2021-01-22 15:42:45.000458,False,False,False,False
309,2021-01-22 15:42:46.000303,False,False,False,False
310,2021-01-22 15:42:47.000112,False,False,False,False
311,2021-01-22 15:42:48.000020,False,False,False,False
312,2021-01-22 15:42:49.000048,False,False,False,False
313,2021-01-22 15:42:50.000400,False,False,False,False
314,2021-01-22 15:42:51.000335,False,False,False,False
315,2021-01-22 15:42:52.000220,False,False,False,False
316,2021-01-22 15:42:53.000122,False,False,False,False
317,2021-01-22 15:42:54.000095,False,False,False,False
318,2021-01-22 15:42:55.000399,False,False,False,False
319,2021-01-22 15:42:56.000462,False,False,False,False
320,2021-01-22 15:42:57.000358,False,False,False,False
321,2021-01-22 15:42:58.000361,False,False,False,False
322,2021-01-22 15:42:59.000250,False,False,False,False
323,2021-01-22 15:43:00.000013,False,False,False,False
324,2021-01-22 15:43:01.000036,False,False,False,False
325,2021-01-22 15:43:02.000105,False,False,False,False
326,2021-01-22 15:43:03.000421,False,False,False,False
327,2021-01-22 15:43:04.000194,False,False,False,False
328,2021-01-22 15:43:05.000383,False,False,False,False
329,2021-01-22 15:43:06.000027,False,False,False,False
330,2021-01-22 15:43:07.000264,False,False,False,False
331,2021-01-22 15:43:08.000388,False,False,False,False
332,2021-01-22 15:43:09.000004,False,False,False,False
333,2021-01-22 15:43:10.000365,False,False,False,False
334,2021-01-22 15:43:11.000423,False,False,False,False
335,2021-01-22 15:43:12.000169,False,False,False,False
336,2021-01-22 15:43:13.000198,False,False,False,False
337,2021-01-22 15:43:14.000424,False,False,False,False
338,2021-01-22 15:43:15.000175,False,False,False,False
339,2021-01-22 15:43:16.000274,False,False,False,False
340,2021-01-22 15:43:17.000126,False,False,False,False
341,2021-01-22 15:43:18,False,False,False,False
342,2021-01-22 15:43:19.000086,False,False,False,False
343,2021-01-22 15:43:20.000061,False,False,False,False
344,2021-01-22 15:43:21.000440,False,False,False,False
345,2021-01-22 15:43:22.000059,False,False,False,False
346,2021-01-22 15:43:23.000476,False,False,False,False
347,2021-01-22 15:43:24.000127,False,False,False,False
348,2021-01-22 15:43:25.000373,False,False,False,False
349,2021-01-22 15:43:26.000051,False,False,False,False
350,2021-01-22 15:43:27.000321,False,False,False,False
351,2021-01-22 15:43:28.000209,False,False,False,False
352,2021-01-22 15:43:29.000416,False,False,False,False
353,2021-01-22 15:43:30.000381,False,False,False,False
354,2021-01-22 15:43:31.000440,False,False,False,False
355,2021-01-22 15:43:32.000212,False,False,False,False
356,2021-01-22 15:43:33.000063,False,False,False,False
357,2021-01-22 15:43:34.000311,False,False,False,False
358,2021-01-22 15:43:35.000230,False,False,False,False
359,2021-01-22 15:43:36.000424,False,False,False,False
360,2021-01-22 15:43:37.000376,False,False,False,False
361,2021-01-22 15:43:38.000157,False,False,False,False
362,2021-01-22 15:43:39.000167,False,False,False,False
363,2021-01-22 15:43:40.000132,False,False,False,False
364,2021-01-22 15:43:41.000362,False,False,False,False
365,2021-01-22 15:43:42.000193,False,False,False,False
366,2021-01-22 15:43:43.000046,False,False,False,False
367,2021-01-22 15:43:44.000398,False,False,False,False
368,2021-01-22 15:43:45.000419,False,False,False,False
369,2021-01-22 15:43:46.000318,False,False,False,False
370,2021-01-22 15:43:47.000212,False,False,False,False
371,2021-01-22 15:43:48.000431,False,False,False,False
372,2021-01-22 15:43:49.000401,False,False,False,False
373,2021-01-22 15:43:50.000384,False,False,False,False
374,2021-01-22 15:43:51.000149,False,False,False,False
375,2021-01-22 15:43:52.000216,False,False,False,False
376,2021-01-22 15:43:53.000395,False,False,False,False
377,2021-01-22 15:43:54.000023,False,False,False,False
378,2021-01-22 15:43:55.000043,False,False,False,False
379,2021-01-22 15:43:56.000246,False,False,False,False
380,2021-01-22 15:43:57.000054,False,False,False,False
381,2021-01-22 15:43:58.000375,False,False,False,False
382,2021-01-22 15:43:59.000299,False,False,False,False
383,2021-01-22 15:44:00.000239,False,False,False,False
384,2021-01-22 15:44:01.000149,False,False,False,False
385,2021-01-22 15:44:02.000068,False,False,False,False
386,2021-01-22 15:44:03.000244,False,False,False,False
387,2021-01-22 15:44:04.000444,False,False,False,False
388,2021-01-22 15:44:05.000238,False,False,False,False
389,2021-01-22 15:44:06.000142,False,False,False,False
390,2021-01-22 15:44:07.000249,False,False,False,False
391,2021-01-22 15:44:08.000480,False,False,False,False
392,2021-01-22 15:44:09.000467,False,False,False,False
393,2021-01-22 15:44:10.000302,False,False,False,False
394,2021-01-22 15:44:11.000157,False,False,False,False
395,2021-01-22 15:44:12.000449,False,False,False,False
396,2021-01-22 15:44:13.000159,False,False,False,False
397,2021-01-22 15:44:14.000030,False,False,False,False
398,2021-01-22 15:44:15.000440,False,False,False,False
399,2021-01-22 15:44:16.000134,False,False,False,False
400,2021-01-22 15:44:17.000478,False,False,False,False
401,2021-01-22 15:44:18.000313,False,False,False,False
402,2021-01-22 15:44:19.000466,False,False,False,False
403,2021-01-22 15:44:20.000189,False,False,False,False
404,2021-01-22 15:44:21.000037,False,False,False,False
405,2021-01-22 15:44:22.000147,False,False,False,False
406,2021-01-22 15:44:23.000272,False,False,False,False
407,2021-01-22 15:44:24.000032,False,False,False,False
408,2021-01-22 15:44:25.000089,False,False,False,False
409,2021-01-22 15:44:26.000120,False,False,False,False
410,2021-01-22 15:44:27.000443,False,False,False,False
411,2021-01-22 15:44:28.000441,False,False,False,False
412,2021-01-22 15:44:29.000312,False,False,False,False
413,2021-01-22 15:44:30.000335,False,False,False,False
414,2021-01-22 15:44:31.000085,False,False,False,False
415,2021-01-22 15:44:32.000450,False,False,False,False
416,2021-01-22 15:44:33.000081,False,False,False,False
417,2021-01-22 15:44:34.000010,False,False,False,False
418,2021-01-22 15:44:35.000132,False,False,False,False
419,2021-01-22 15:44:36.000073,False,False,False,False
420,2021-01-22 15:44:37.000493,False,False,False,False
421,2021-01-22 15:44:38.000271,False,False,False,False
422,2021-01-22 15:44:39.000481,False,False,False,False
423,2021-01-22 15:44:40.000112,False,False,False,False
424,2021-01-22 15:44:41.000161,False,False,False,False
425,2021-01-22 15:44:42.000436,False,False,False,False
426,2021-01-22 15:44:43.000067,False,False,False,False
427,2021-01-22 15:44:44.000214,False,False,False,False
428,2021-01-22 15:44:45.000225,False,False,False,False
429,2021-01-22 15:44:46.000072,False,False,False,False
430,2021-01-22 15:44:47.000422,False,False,False,False
431,2021-01-22 15:44:48.000181,False,False,False,False
432,2021-01-22 15:44:49.000299,False,False,False,False
433,2021-01-22 15:44:50.000264,False,False,False,False
434,2021-01-22 15:44:51.000531,False,False,False,False
435,2021-01-22 15:44:52.000468,False,False,False,False
436,2021-01-22 15:44:53.000431,False,False,False,False
437,2021-01-22 15:44:54.000531,False,False,False,False
438,2021-01-22 15:44:55.000175,False,False,False,False
439,2021-01-22 15:44:56.000426,False,False,False,False
440,2021-01-22 15:44:57.000170,False,False,False,False
441,2021-01-22 15:44:58.000164,False,False,False,False
442,2021-01-22 15:44:59.000252,False,False,False,False
443,2021-01-22 15:45:00.000390,False,False,False,False
444,2021-01-22 15:45:01.000608,False,False,False,False
445,2021-01-22 15:45:02.000591,False,False,False,False
446,2021-01-22 15:45:03.000019,False,False,False,False
447,2021-01-22 15:45:04.000385,False,False,False,False
448,2021-01-22 15:45:05.000508,False,False,False,False
449,2021-01-22 15:45:06.000262,False,False,False,False
450,2021-01-22 15:45:07.000013,False,False,False,False
451,2021-01-22 15:45:08.000477,False,False,False,False
452,2021-01-22 15:45:09.000534,False,False,False,False
453,2021-01-22 15:45:10.000432,False,False,False,False
454,2021-01-22 15:45:11.000236,False,False,False,False
455,2021-01-22 15:45:12,False,False,False,False
456,2021-01-22 15:45:13.000076,False,False,False,False
457,2021-01-22 15:45:14.000002,False,False,False,False
458,2021-01-22 15:45:15.000101,False,False,False,False
459,2021-01-22 15:45:16.000314,False,False,False,False
460,2021-01-22 15:45:17.000035,False,False,False,False
461,2021-01-22 15:45:18.000507,False,False,False,False
462,2021-01-22 15:45:19.000119,False,False,False,False
463,2021-01-22 15:45:20.000327,False,False,False,False
464,2021-01-22 15:45:21.000456,False,False,False,False
465,2021-01-22 15:45:22.000177,False,False,False,False
466,2021-01-22 15:45:23.000098,False,False,False,False
467,2021-01-22 15:45:24.000315,False,False,False,False
468,2021-01-22 15:45:25.000183,False,False,False,False
469,2021-01-22 15:45:26.000338,False,False,False,False
470,2021-01-22 15:45:27.000455,False,False,False,False
471,2021-01-22 15:45:28.000524,False,False,False,False
472,2021-01-22 15:45:29.000241,False,False,False,False
473,2021-01-22 15:45:30.000269,False,False,False,False
474,2021-01-22 15:45:31.000094,False,False,False,False
475,2021-01-22 15:45:32.000453,False,False,False,False
476,2021-01-22 15:45:33.000347,False,False,False,False
477,2021-01-22 15:45:34.000243,False,False,False,False
478,2021-01-22 15:45:35.000400,False,False,False,False
479,2021-01-22 15:45:36.000191,False,False,False,False
480,2021-01-22 15:45:37.000302,False,False,False,False
481,2021-01-22 15:45:38.000149,False,False,False,False
482,2021-01-22 15:45:39.000457,False,False,False,False
483,2021-01-22 15:45:40.000267,False,False,False,False
484,2021-01-22 15:45:41.000284,False,False,False,False
485,2021-01-22 15:45:42.000213,False,False,False,False
486,2021-01-22 15:45:43.000380,False,False,False,False
487,2021-01-22 15:45:44.000533,False,False,False,False
488,2021-01-22 15:45:45.000135,False,False,False,False
489,2021-01-22 15:45:46.000269,False,False,False,False
490,2021-01-22 15:45:47.000590,False,False,False,False
491,2021-01-22 15:45:48.000357,False,False,False,False
492,2021-01-22 15:45:49.000102,False,False,False,False
493,2021-01-22 15:45:50.000490,False,False,False,False
494,2021-01-22 15:45:51.000053,False,False,False,False
495,2021-01-22 15:45:52.000524,False,False,False,False
496,2021-01-22 15:45:53.000010,False,False,False,False
497,2021-01-22 15:45:54.000380,False,False,False,False
498,2021-01-22 15:45:55.000237,False,False,False,False
499,2021-01-22 15:45:56.000368,False,False,False,False
500,2021-01-22 15:45:57.000462,False,False,False,False
501,2021-01-22 15:45:58.000475,False,False,False,False
502,2021-01-22 15:45:59.000136,False,False,False,False
503,2021-01-22 15:46:00.000517,False,False,False,False
504,2021-01-22 15:46:01.000068,False,False,False,False
505,2021-01-22 15:46:02.000269,False,False,False,False
506,2021-01-22 15:46:03.000302,False,False,False,False
507,2021-01-22 15:46:04.000384,False,False,False,False
508,2021-01-22 15:46:05.000046,False,False,False,False
509,2021-01-22 15:46:06.000048,False,False,False,False
510,2021-01-22 15:46:07.000189,False,False,False,False
511,2021-01-22 15:46:08.000508,False,False,False,False
512,2021-01-22 15:46:09.000376,False,False,False,False
513,2021-01-22 15:46:10.000033,False,False,False,False
514,2021-01-22 15:46:11.000082,False,False,False,False
515,2021-01-22 15:46:12.000167,False,False,False,False
516,2021-01-22 15:46:13.000236,False,False,False,False
517,2021-01-22 15:46:14.000268,False,False,False,False
518,2021-01-22 15:46:15.000298,False,False,False,False
519,2021-01-22 15:46:16.000366,False,False,False,False
520,2021-01-22 15:46:17.000233,False,False,False,False
521,2021-01-22 15:46:18.000181,False,False,False,False
522,2021-01-22 15:46:19.000327,False,False,False,False
523,2021-01-22 15:46:20.000287,False,False,False,False
524,2021-01-22 15:46:21.000001,False,False,False,False
525,2021-01-22 15:46:22.000497,False,False,False,False
526,2021-01-22 15:46:23.000101,False,False,False,False
527,2021-01-22 15:46:24.000345,False,False,False,False
528,2021-01-22 15:46:25.000381,False,False,False,False
529,2021-01-22 15:46:26.000012,False,False,False,False
530,2021-01-22 15:46:27.000145,False,False,False,False
531,2021-01-22 15:46:28.000381,False,False,False,False
532,2021-01-22 15:46:29.000173,False,False,False,False
533,2021-01-22 15:46:30.000149,False,False,False,False
534,2021-01-22 15:46:31.000160,False,False,False,False
535,2021-01-22 15:46:32.000102,False,False,False,False
536,2021-01-22 15:46:33.000173,False,False,False,False
